Datum/Zeit;timestamp_text;O3 [µg/m³];NO2 [µg/m³];PM10 [µg/m³];PM2.5 [µg/m³];CPC [1/cm³];EC [µg/m³];NOX [µg/m³];TEMP [°C];PREC [mm];RAD [W/m²];SO2 [µg/m³]
2019-06-13T23:00:00+00:00;14.06.2019 00:00;68.6;21.0;9.2;4.6;12334.9;0.3;21.0;16.6;0.0;0.0;1.5
2019-06-14T01:00:00+00:00;14.06.2019 02:00;67.9;15.5;9.2;5.0;11669.5;0.2;15.3;15.6;0.0;0.0;3.6
2019-06-14T03:00:00+00:00;14.06.2019 04:00;60.1;16.0;9.8;5.5;11106.1;0.2;15.9;14.7;0.0;0.0;2.5
2019-06-14T05:00:00+00:00;14.06.2019 06:00;49.0;28.1;10.2;5.8;11838.4;0.3;29.6;15.1;0.0;79.8;1.8
2019-06-14T06:00:00+00:00;14.06.2019 07:00;35.2;34.7;12.2;6.4;15329.3;0.6;42.6;16.1;0.0;143.8;1.4
2019-06-14T07:00:00+00:00;14.06.2019 08:00;47.7;31.2;12.5;6.6;16821.2;0.5;36.1;16.6;0.2;147.5;1.9
2019-06-14T15:00:00+00:00;14.06.2019 16:00;91.0;18.6;16.2;7.5;13365.2;0.4;22.1;23.1;0.0;640.0;0.7
2019-06-14T19:00:00+00:00;14.06.2019 20:00;77.4;26.2;19.3;11.1;16231.7;0.4;26.8;21.1;0.0;67.5;0.8
2019-06-15T02:00:00+00:00;15.06.2019 03:00;64.4;7.7;18.0;11.9;3871.9;0.3;7.9;17.0;0.0;0.0;0.6
2019-06-15T14:00:00+00:00;15.06.2019 15:00;100.1;3.0;4.8;3.3;5508.3;0.1;3.0;21.2;0.0;536.0;0.3
2019-06-15T20:00:00+00:00;15.06.2019 21:00;82.9;4.3;7.6;2.6;3316.3;0.1;4.2;14.7;2.1;0.0;0.3
2019-06-15T22:00:00+00:00;15.06.2019 23:00;73.4;2.4;6.7;3.7;2258.1;0.1;2.2;15.4;0.1;0.0;0.2
2019-06-16T03:00:00+00:00;16.06.2019 04:00;52.2;2.0;8.1;3.2;1739.2;0.1;1.9;14.5;0.0;0.0;0.3
2019-06-16T04:00:00+00:00;16.06.2019 05:00;54.1;1.6;7.7;3.6;1699.4;0.1;1.5;14.6;0.0;2.3;0.3
2019-06-16T05:00:00+00:00;16.06.2019 06:00;58.8;2.0;8.0;4.3;2341.4;0.1;2.0;14.6;0.0;14.5;0.4
2019-06-16T06:00:00+00:00;16.06.2019 07:00;57.9;2.0;6.3;3.8;2406.9;0.1;1.9;14.5;0.0;38.3;0.3
2019-06-16T14:00:00+00:00;16.06.2019 15:00;95.8;3.2;7.0;5.1;11228.1;0.1;3.6;21.6;0.0;920.8;0.4
2019-06-16T16:00:00+00:00;16.06.2019 17:00;101.0;4.3;15.6;13.0;10742.8;0.2;4.6;21.5;0.0;338.7;0.5
2019-06-16T20:00:00+00:00;16.06.2019 21:00;88.7;8.1;8.0;5.7;6442.4;0.2;8.0;19.6;0.0;6.2;0.4
2019-06-16T22:00:00+00:00;16.06.2019 23:00;56.4;14.7;11.4;7.6;14796.8;0.3;14.8;15.6;0.0;0.0;0.7
2019-06-17T03:00:00+00:00;17.06.2019 04:00;30.0;4.7;17.1;8.2;4698.9;0.1;4.6;11.9;0.0;0.0;0.4
2019-06-17T06:00:00+00:00;17.06.2019 07:00;29.3;10.8;15.7;9.9;6630.8;0.2;15.6;14.4;0.0;245.7;0.7
2019-06-17T07:00:00+00:00;17.06.2019 08:00;40.8;13.4;17.3;12.2;7757.2;0.3;20.2;16.5;0.0;422.3;1.0
2019-06-17T08:00:00+00:00;17.06.2019 09:00;61.3;16.6;12.1;7.4;9140.2;0.3;22.8;19.1;0.0;590.5;0.8
2019-06-17T12:00:00+00:00;17.06.2019 13:00;101.8;9.0;11.7;7.9;12697.7;0.2;10.4;23.7;0.0;945.3;0.8
2019-06-17T17:00:00+00:00;17.06.2019 18:00;133.7;8.3;13.1;8.8;11319.5;0.3;8.6;26.0;0.0;437.0;0.8
2019-06-17T20:00:00+00:00;17.06.2019 21:00;120.3;12.9;13.4;8.5;9744.5;0.3;12.9;22.3;0.0;5.5;0.8
2019-06-18T04:00:00+00:00;18.06.2019 05:00;38.4;18.3;19.3;14.2;10503.1;0.3;18.8;15.3;0.0;6.5;3.0
2019-06-18T05:00:00+00:00;18.06.2019 06:00;39.2;20.1;17.3;13.0;12933.8;0.3;22.6;15.6;0.0;84.8;4.2
2019-06-18T14:00:00+00:00;18.06.2019 15:00;126.2;6.4;16.8;9.8;12402.8;0.2;6.6;27.9;0.0;573.0;0.7
2019-06-18T15:00:00+00:00;18.06.2019 16:00;120.8;7.6;15.3;7.9;11412.7;0.2;8.0;27.5;0.0;408.8;0.5
2019-06-18T22:00:00+00:00;18.06.2019 23:00;65.7;21.1;14.7;8.9;11336.4;0.4;21.2;21.8;0.0;0.0;1.1
2019-06-19T02:00:00+00:00;19.06.2019 03:00;75.0;9.6;11.2;7.9;6871.0;0.2;9.7;18.8;0.0;0.0;2.3
2019-06-19T07:00:00+00:00;19.06.2019 08:00;63.1;23.8;15.6;8.7;16995.9;0.4;29.9;21.3;0.0;399.3;2.3
2019-06-19T08:00:00+00:00;19.06.2019 09:00;74.3;19.6;17.2;8.9;14303.8;0.4;24.7;22.9;0.0;560.0;1.8
2019-06-19T09:00:00+00:00;19.06.2019 10:00;98.5;14.8;17.1;9.7;11202.7;0.3;17.6;25.1;0.0;717.7;1.4
2019-06-19T16:00:00+00:00;19.06.2019 17:00;130.4;6.3;14.5;6.6;12623.3;0.2;6.5;29.1;0.0;567.8;0.7
2019-06-19T17:00:00+00:00;19.06.2019 18:00;128.5;6.8;16.9;7.1;8432.6;0.2;7.0;28.5;0.0;379.0;0.7
2019-06-20T09:00:00+00:00;20.06.2019 10:00;68.9;4.4;7.6;3.8;6193.8;0.1;5.2;20.0;0.0;371.8;0.4
2019-06-20T15:00:00+00:00;20.06.2019 16:00;68.2;4.0;5.3;2.4;4399.8;0.1;4.5;18.6;0.6;266.7;0.3
2019-06-20T17:00:00+00:00;20.06.2019 18:00;68.3;4.3;5.3;2.9;4303.5;0.1;4.7;18.0;0.0;238.8;0.3
2019-06-20T18:00:00+00:00;20.06.2019 19:00;64.5;3.8;4.0;2.6;4886.3;0.1;4.3;18.5;0.0;211.7;0.3
2019-06-20T20:00:00+00:00;20.06.2019 21:00;49.4;5.8;5.6;3.2;7963.7;0.1;5.8;17.6;0.0;9.7;0.3
2019-06-20T21:00:00+00:00;20.06.2019 22:00;41.7;5.4;8.5;3.8;7594.9;0.1;5.6;17.0;0.0;0.0;0.3
2019-06-21T00:00:00+00:00;21.06.2019 01:00;28.4;4.5;11.8;5.3;6629.8;0.1;4.5;15.8;0.0;0.0;0.3
2019-06-21T01:00:00+00:00;21.06.2019 02:00;33.6;2.2;13.0;4.6;3373.8;0.1;2.2;15.2;0.0;0.0;0.3
2019-06-21T02:00:00+00:00;21.06.2019 03:00;23.4;4.1;13.1;4.8;7244.9;0.1;4.1;15.0;0.0;0.0;0.4
2019-06-21T03:00:00+00:00;21.06.2019 04:00;18.0;4.1;12.9;5.2;6221.6;0.1;4.2;14.5;0.0;0.0;0.4
2019-06-21T06:00:00+00:00;21.06.2019 07:00;14.3;8.0;11.5;4.7;5598.0;0.2;12.4;15.7;0.0;105.5;0.5
2019-06-21T07:00:00+00:00;21.06.2019 08:00;32.9;8.2;10.3;5.2;6568.2;0.2;12.1;16.8;0.0;298.5;0.6
2019-06-21T08:00:00+00:00;21.06.2019 09:00;39.2;12.2;12.4;7.8;7001.0;0.2;15.7;17.6;0.0;194.2;0.5
2019-06-21T12:00:00+00:00;21.06.2019 13:00;84.6;6.3;9.0;5.2;10964.0;0.2;7.2;22.6;0.0;557.7;0.5
2019-06-21T13:00:00+00:00;21.06.2019 14:00;92.3;6.2;6.2;4.0;14896.9;0.2;7.2;23.4;0.0;603.7;0.5
2019-06-21T14:00:00+00:00;21.06.2019 15:00;94.7;4.9;6.5;3.8;14858.0;0.1;5.3;23.7;0.0;446.7;0.5
2019-06-21T17:00:00+00:00;21.06.2019 18:00;65.3;11.8;7.6;5.1;11111.6;0.3;14.0;21.6;0.0;351.5;0.4
2019-06-21T23:00:00+00:00;22.06.2019 00:00;43.1;12.0;10.0;6.3;9123.7;0.3;12.1;17.8;2.9;0.0;0.5
2019-06-22T01:00:00+00:00;22.06.2019 02:00;52.4;9.6;12.0;7.2;8199.4;0.2;9.6;16.3;0.0;0.0;0.3
2019-06-22T08:00:00+00:00;22.06.2019 09:00;46.3;14.4;17.5;12.0;7515.5;0.2;15.8;14.6;0.7;70.2;0.4
2019-06-22T15:00:00+00:00;22.06.2019 16:00;80.9;12.4;19.6;16.6;6745.7;0.3;14.8;20.6;0.0;499.7;0.5
2019-06-22T16:00:00+00:00;22.06.2019 17:00;83.0;11.4;19.7;16.9;7551.7;0.3;13.1;21.6;0.0;528.0;0.6
2019-06-22T20:00:00+00:00;22.06.2019 21:00;64.1;13.8;21.5;18.8;9448.8;0.4;14.0;18.3;0.0;5.0;0.6
2019-06-22T23:00:00+00:00;23.06.2019 00:00;49.6;5.1;24.3;16.9;4883.3;0.3;5.1;16.5;0.0;0.0;0.4
2019-06-23T02:00:00+00:00;23.06.2019 03:00;48.7;11.7;25.4;20.8;5227.2;0.4;11.9;16.6;0.0;0.0;0.5
2019-06-23T06:00:00+00:00;23.06.2019 07:00;45.1;11.1;33.0;30.0;4567.5;0.3;11.8;16.7;0.0;42.7;0.3
2019-06-23T07:00:00+00:00;23.06.2019 08:00;38.6;12.4;31.7;26.9;4395.0;0.4;15.3;17.6;0.0;229.3;0.4
2019-06-23T11:00:00+00:00;23.06.2019 12:00;94.3;3.1;9.1;7.7;11787.0;0.1;3.7;23.5;0.0;874.8;0.5
2019-06-23T13:00:00+00:00;23.06.2019 14:00;101.8;2.9;8.0;5.6;6337.2;0.1;3.3;25.3;0.0;974.3;0.3
2019-06-23T17:00:00+00:00;23.06.2019 18:00;103.6;3.5;6.6;5.3;8753.5;0.1;3.9;25.6;0.0;286.0;0.5
2019-06-23T18:00:00+00:00;23.06.2019 19:00;102.3;4.3;8.3;6.9;7543.4;0.1;4.6;25.3;0.0;183.0;0.4
2019-06-23T19:00:00+00:00;23.06.2019 20:00;100.0;6.0;7.3;5.3;8091.8;0.1;6.0;24.4;0.0;62.7;0.6
2019-06-23T20:00:00+00:00;23.06.2019 21:00;84.5;8.5;8.6;6.2;8061.8;0.2;8.6;22.0;0.0;5.7;0.8
2019-06-24T02:00:00+00:00;24.06.2019 03:00;33.1;10.2;12.1;8.1;7096.5;0.2;10.4;16.5;0.0;0.0;0.8
2019-06-24T06:00:00+00:00;24.06.2019 07:00;27.0;29.2;14.5;9.8;19288.2;0.5;42.9;18.8;0.0;238.7;4.1
2019-06-24T07:00:00+00:00;24.06.2019 08:00;46.8;21.5;14.5;9.1;14746.9;0.4;29.9;21.4;0.0;411.0;1.8
2019-06-24T10:00:00+00:00;24.06.2019 11:00;85.2;9.7;14.2;9.9;17595.2;0.3;11.6;26.2;0.0;773.5;0.8
2019-06-24T11:00:00+00:00;24.06.2019 12:00;100.8;7.3;14.0;9.7;14037.0;0.2;8.3;27.6;0.0;885.5;0.6
2019-06-24T12:00:00+00:00;24.06.2019 13:00;110.4;5.9;11.8;8.5;11944.4;0.2;6.6;29.1;0.0;927.2;0.6
2019-06-24T14:00:00+00:00;24.06.2019 15:00;117.3;5.4;11.6;7.8;10237.0;0.2;6.1;30.7;0.0;847.7;0.5
2019-06-24T16:00:00+00:00;24.06.2019 17:00;127.0;6.0;10.2;7.5;9222.3;0.2;6.6;31.3;0.0;571.5;0.6
2019-06-24T21:00:00+00:00;24.06.2019 22:00;76.8;23.5;14.4;9.2;13835.8;0.3;23.7;22.3;0.0;0.0;1.5
2019-06-24T22:00:00+00:00;24.06.2019 23:00;62.2;21.8;14.9;9.9;13255.8;0.4;21.9;21.6;0.0;0.0;1.0
2019-06-24T23:00:00+00:00;25.06.2019 00:00;58.0;18.8;14.1;9.7;10948.8;0.3;19.2;20.6;0.0;0.0;0.7
2019-06-25T00:00:00+00:00;25.06.2019 01:00;43.8;15.8;14.3;9.9;9966.2;0.4;16.2;19.4;0.0;0.0;0.8
2019-06-25T03:00:00+00:00;25.06.2019 04:00;47.7;9.1;14.0;9.5;6723.9;0.2;9.3;18.3;0.0;0.0;0.7
2019-06-25T06:00:00+00:00;25.06.2019 07:00;40.5;19.8;16.9;11.2;12071.6;0.5;25.2;20.5;0.0;220.3;1.6
2019-06-25T07:00:00+00:00;25.06.2019 08:00;63.8;17.0;18.5;12.3;11308.1;0.5;21.1;23.1;0.0;394.0;1.0
2019-06-25T16:00:00+00:00;25.06.2019 17:00;151.7;8.8;27.7;15.8;9050.6;0.4;9.4;33.9;0.0;410.2;0.8
2019-06-25T18:00:00+00:00;25.06.2019 19:00;164.2;13.4;29.0;15.4;12491.3;0.4;14.0;32.6;0.0;226.5;0.9
2019-06-25T20:00:00+00:00;25.06.2019 21:00;118.5;17.8;31.6;17.3;13231.9;0.5;18.3;27.4;0.0;3.8;0.9
2019-06-26T00:00:00+00:00;26.06.2019 01:00;85.0;6.7;25.2;16.0;5345.0;0.3;7.1;23.9;0.0;0.0;0.4
2019-06-26T01:00:00+00:00;26.06.2019 02:00;70.1;12.3;27.6;17.4;7139.7;0.4;13.0;22.9;0.0;0.0;0.7
2019-06-26T02:00:00+00:00;26.06.2019 03:00;48.5;23.0;28.4;20.5;10433.5;0.5;24.1;22.4;0.0;0.0;5.8
2019-06-26T10:00:00+00:00;26.06.2019 11:00;156.1;15.0;35.8;19.4;14010.9;0.5;16.4;30.9;0.0;804.8;1.3
2019-06-26T16:00:00+00:00;26.06.2019 17:00;185.8;10.6;48.3;22.6;9615.1;0.4;11.3;35.6;0.0;554.3;0.9
2019-06-26T21:00:00+00:00;26.06.2019 22:00;94.5;17.3;45.2;25.3;13204.2;0.5;18.5;27.0;0.0;0.0;1.0
2019-06-26T22:00:00+00:00;26.06.2019 23:00;99.9;10.9;42.9;24.8;8178.0;0.5;12.0;25.6;0.0;0.0;0.8
2019-06-26T23:00:00+00:00;27.06.2019 00:00;93.2;13.6;42.1;25.4;8352.4;0.5;15.0;24.8;0.0;0.0;0.7
2019-06-27T03:00:00+00:00;27.06.2019 04:00;53.5;15.3;46.9;26.7;9055.7;0.5;16.2;21.3;0.0;0.0;2.8
2019-06-27T07:00:00+00:00;27.06.2019 08:00;83.4;16.7;45.4;27.2;9346.3;0.7;19.3;24.8;0.0;372.0;1.2
2019-06-27T14:00:00+00:00;27.06.2019 15:00;203.5;12.8;55.8;33.1;10877.5;0.6;13.6;32.5;0.0;809.3;1.1
2019-06-27T15:00:00+00:00;27.06.2019 16:00;183.8;9.9;51.9;29.4;7588.7;0.5;10.8;32.7;0.0;701.5;1.1
2019-06-27T17:00:00+00:00;27.06.2019 18:00;189.9;11.4;46.7;28.9;12140.8;0.5;12.2;31.7;0.0;388.7;1.1
2019-06-27T19:00:00+00:00;27.06.2019 20:00;176.2;10.0;41.4;25.2;13482.9;0.4;10.3;29.5;0.0;73.8;1.3
2019-06-28T00:00:00+00:00;28.06.2019 01:00;111.5;12.6;17.6;7.5;11039.3;0.3;12.9;22.5;0.0;0.0;1.1
2019-06-28T01:00:00+00:00;28.06.2019 02:00;104.0;15.7;15.0;7.0;10629.7;0.3;16.3;22.4;0.0;0.0;1.4
2019-06-28T07:00:00+00:00;28.06.2019 08:00;66.4;27.3;18.0;7.6;12898.2;0.4;33.6;21.0;0.0;395.8;1.3
2019-06-28T08:00:00+00:00;28.06.2019 09:00;68.5;33.5;39.8;11.6;19171.4;0.6;43.0;22.6;0.0;563.3;1.5
2019-06-28T12:00:00+00:00;28.06.2019 13:00;160.3;13.8;24.3;11.6;11592.8;0.4;15.0;28.3;0.0;935.2;1.1
2019-06-28T14:00:00+00:00;28.06.2019 15:00;162.1;9.2;20.0;8.7;9822.1;0.3;9.6;29.9;0.0;854.0;0.7
2019-06-28T15:00:00+00:00;28.06.2019 16:00;166.5;9.7;17.8;7.4;9341.7;0.3;10.3;30.4;0.0;743.0;0.7
2019-06-28T17:00:00+00:00;28.06.2019 18:00;172.1;8.8;16.4;7.1;9153.3;0.3;9.3;29.9;0.0;422.8;0.8
2019-06-28T20:00:00+00:00;28.06.2019 21:00;126.8;21.0;18.5;6.5;22427.3;0.3;21.2;25.3;0.0;6.7;1.5
2019-06-28T22:00:00+00:00;28.06.2019 23:00;111.9;12.1;15.6;6.7;11237.0;0.3;12.3;21.1;0.0;0.0;1.0
2019-06-29T00:00:00+00:00;29.06.2019 01:00;91.9;11.2;15.0;6.9;9016.4;0.2;11.4;18.4;0.0;0.0;0.9
2019-06-29T01:00:00+00:00;29.06.2019 02:00;84.3;11.2;16.1;7.1;8548.5;0.2;11.8;17.9;0.0;0.0;0.8
2019-06-29T02:00:00+00:00;29.06.2019 03:00;79.1;10.4;14.4;7.1;8026.7;0.3;10.9;17.0;0.0;0.0;0.7
2019-06-29T09:00:00+00:00;29.06.2019 10:00;115.8;12.9;15.0;7.7;10486.8;0.3;14.5;26.0;0.0;735.8;1.0
2019-06-29T12:00:00+00:00;29.06.2019 13:00;159.7;11.5;16.5;8.1;10288.9;0.3;12.3;30.0;0.0;939.2;1.0
2019-06-29T14:00:00+00:00;29.06.2019 15:00;169.4;8.1;15.2;8.6;8631.9;0.3;8.7;31.8;0.0;855.2;0.8
2019-06-29T15:00:00+00:00;29.06.2019 16:00;171.0;8.6;16.0;8.9;8324.9;0.3;9.2;32.0;0.0;746.3;0.7
2019-06-29T16:00:00+00:00;29.06.2019 17:00;162.5;6.8;15.2;8.2;7496.1;0.2;7.2;32.6;0.0;607.3;0.6
2019-06-29T18:00:00+00:00;29.06.2019 19:00;141.3;5.7;11.5;5.7;17828.5;0.2;5.9;31.9;0.0;256.7;0.7
2019-06-29T19:00:00+00:00;29.06.2019 20:00;139.6;5.9;11.0;5.8;12152.3;0.2;5.9;30.0;0.0;94.0;0.3
2019-06-29T20:00:00+00:00;29.06.2019 21:00;133.7;6.9;14.0;6.7;9035.5;0.2;6.7;27.8;0.0;6.3;0.4
2019-06-30T03:00:00+00:00;30.06.2019 04:00;84.7;13.5;16.4;11.0;12383.2;0.4;14.0;20.7;0.0;0.0;6.5
2019-06-30T10:00:00+00:00;30.06.2019 11:00;146.8;5.2;30.3;20.2;8791.0;0.3;5.8;30.8;0.0;804.5;1.3
2019-06-30T13:00:00+00:00;30.06.2019 14:00;139.4;4.3;18.8;11.7;4321.3;0.3;4.9;34.4;0.0;902.0;0.5
2019-06-30T15:00:00+00:00;30.06.2019 16:00;145.8;3.4;25.0;14.8;6282.0;0.3;3.8;34.6;0.0;710.0;0.6
2019-06-30T17:00:00+00:00;30.06.2019 18:00;139.9;3.2;30.2;18.4;5730.9;0.3;3.5;33.9;0.0;407.3;0.6
2019-06-30T18:00:00+00:00;30.06.2019 19:00;138.7;3.4;29.5;18.5;5011.1;0.3;3.8;33.2;0.0;231.5;0.5
2019-06-30T20:00:00+00:00;30.06.2019 21:00;111.8;6.3;28.9;17.3;5568.4;0.3;6.9;29.1;0.0;6.5;0.4
2019-06-30T23:00:00+00:00;01.07.2019 00:00;73.2;8.0;28.1;19.0;4993.8;0.3;9.2;25.7;0.0;0.0;0.4
2019-07-01T05:00:00+00:00;01.07.2019 06:00;48.4;13.3;27.6;19.4;7320.7;0.4;14.8;23.4;0.0;62.0;0.7
2019-07-01T10:00:00+00:00;01.07.2019 11:00;122.4;2.7;25.6;13.3;3446.3;0.2;3.3;30.9;0.0;807.2;0.5
2019-07-01T15:00:00+00:00;01.07.2019 16:00;131.0;8.7;38.0;16.1;18526.8;0.3;9.4;29.1;0.0;704.0;0.6
2019-07-01T16:00:00+00:00;01.07.2019 17:00;136.3;11.5;25.8;14.3;16739.1;0.3;12.7;29.5;0.0;627.3;0.5
2019-07-01T17:00:00+00:00;01.07.2019 18:00;136.0;10.3;23.0;13.1;15744.9;0.3;11.1;29.1;0.0;446.8;0.5
2019-07-01T18:00:00+00:00;01.07.2019 19:00;131.7;10.6;22.1;12.5;16415.5;0.3;11.3;28.8;0.0;289.3;0.7
2019-07-01T20:00:00+00:00;01.07.2019 21:00;103.0;16.9;21.0;11.5;20630.5;0.3;17.2;26.2;0.0;2.5;0.5
2019-07-01T21:00:00+00:00;01.07.2019 22:00;100.6;10.8;19.1;9.1;18282.4;0.2;11.1;25.1;0.0;0.0;0.6
2019-07-01T22:00:00+00:00;01.07.2019 23:00;93.4;8.2;14.9;6.4;15590.8;0.2;8.4;24.6;0.0;0.0;0.3
2019-07-02T01:00:00+00:00;02.07.2019 02:00;84.8;4.9;9.7;4.0;7411.4;0.2;5.1;22.5;0.0;0.0;0.4
2019-07-02T02:00:00+00:00;02.07.2019 03:00;83.8;5.3;9.5;3.8;7059.6;0.1;5.2;22.0;0.0;0.0;0.5
2019-07-02T05:00:00+00:00;02.07.2019 06:00;64.1;15.3;10.1;5.0;15701.0;0.2;16.1;19.9;0.0;66.3;1.0
2019-07-02T11:00:00+00:00;02.07.2019 12:00;113.4;12.8;24.4;11.2;12011.6;0.3;14.6;24.0;0.0;731.2;1.4
2019-07-02T12:00:00+00:00;02.07.2019 13:00;132.0;10.0;22.6;10.6;12242.3;0.3;11.0;25.5;0.0;920.0;1.3
2019-07-02T14:00:00+00:00;02.07.2019 15:00;138.7;7.5;21.2;9.5;12008.0;0.3;8.1;27.3;0.0;828.7;1.0
2019-07-02T15:00:00+00:00;02.07.2019 16:00;136.2;6.4;19.5;9.1;9249.0;0.2;6.8;27.3;0.0;714.8;0.9
2019-07-02T16:00:00+00:00;02.07.2019 17:00;128.7;6.1;18.6;8.6;7323.3;0.2;6.6;27.4;0.0;583.2;0.6
2019-07-02T20:00:00+00:00;02.07.2019 21:00;126.9;12.5;19.0;8.1;17239.0;0.3;12.7;23.4;0.0;8.0;1.0
2019-07-02T23:00:00+00:00;03.07.2019 00:00;108.5;11.4;16.5;7.8;10933.4;0.2;11.5;20.5;0.0;0.0;1.4
2019-07-03T06:00:00+00:00;03.07.2019 07:00;66.4;22.4;19.0;11.2;9949.3;0.3;24.0;16.6;0.0;113.7;1.3
2019-07-03T12:00:00+00:00;03.07.2019 13:00;125.5;10.9;22.1;11.1;11257.5;;12.3;24.7;0.0;922.3;1.1
2019-07-03T14:00:00+00:00;03.07.2019 15:00;141.9;7.7;22.0;10.8;9861.0;;8.2;26.9;0.0;816.8;0.7
2019-07-03T17:00:00+00:00;03.07.2019 18:00;141.4;7.8;22.5;9.4;8490.2;0.2;8.4;26.5;0.0;389.3;0.5
2019-07-03T21:00:00+00:00;03.07.2019 22:00;126.7;10.8;18.9;7.5;13074.8;0.2;10.9;22.1;0.0;0.0;1.1
2019-07-04T02:00:00+00:00;04.07.2019 03:00;78.5;12.6;15.1;6.6;7328.9;0.2;12.8;16.2;0.0;0.0;0.8
2019-07-04T05:00:00+00:00;04.07.2019 06:00;62.6;21.0;16.7;7.0;10592.0;0.2;21.9;16.0;0.0;75.8;0.8
2019-07-04T08:00:00+00:00;04.07.2019 09:00;68.2;21.5;29.8;9.5;12777.4;0.3;27.7;18.8;0.0;548.8;1.4
2019-07-04T11:00:00+00:00;04.07.2019 12:00;114.1;12.4;23.4;9.5;10423.0;0.3;14.3;23.6;0.0;886.7;0.9
2019-07-04T15:00:00+00:00;04.07.2019 16:00;158.3;8.8;25.1;10.1;11342.0;0.3;9.2;27.4;0.0;727.0;0.8
2019-07-04T18:00:00+00:00;04.07.2019 19:00;155.8;11.2;18.8;9.9;9878.6;0.3;11.8;27.3;0.0;235.0;0.8
2019-07-04T19:00:00+00:00;04.07.2019 20:00;148.8;9.5;19.3;9.3;7362.1;0.3;9.6;26.1;0.0;81.0;0.7
2019-07-04T22:00:00+00:00;04.07.2019 23:00;109.9;13.4;19.9;10.6;10054.7;0.3;13.7;20.2;0.0;0.0;0.7
2019-07-05T01:00:00+00:00;05.07.2019 02:00;94.1;10.2;18.5;10.8;6468.3;0.2;10.5;17.3;0.0;0.0;0.6
2019-07-05T11:00:00+00:00;05.07.2019 12:00;142.5;5.0;17.4;8.2;6999.5;0.2;5.4;28.1;0.0;921.5;0.6
2019-07-05T14:00:00+00:00;05.07.2019 15:00;110.0;3.8;6.9;3.3;9548.3;0.1;4.3;30.6;0.0;876.2;0.2
2019-07-05T16:00:00+00:00;05.07.2019 17:00;124.2;3.5;9.8;4.6;6472.3;0.1;3.6;31.2;0.0;615.8;0.2
2019-07-05T19:00:00+00:00;05.07.2019 20:00;114.0;5.1;12.7;5.0;6972.6;0.2;5.1;28.2;0.0;96.8;0.1
2019-07-05T20:00:00+00:00;05.07.2019 21:00;99.2;6.6;15.3;6.1;7142.4;0.2;6.4;23.8;0.0;6.8;0.3
2019-07-06T02:00:00+00:00;06.07.2019 03:00;60.2;18.5;14.3;9.0;11511.1;0.4;18.7;18.1;0.0;0.0;4.3
2019-07-06T11:00:00+00:00;06.07.2019 12:00;125.7;9.4;18.8;11.4;13222.8;0.4;10.6;26.2;0.0;775.3;0.8
2019-07-06T14:00:00+00:00;06.07.2019 15:00;117.9;4.0;12.3;5.9;2450.4;0.1;4.3;22.3;0.0;229.5;0.3
2019-07-06T15:00:00+00:00;06.07.2019 16:00;120.6;4.7;7.4;4.3;20903.6;0.1;5.0;24.7;0.0;708.8;0.6
2019-07-06T18:00:00+00:00;06.07.2019 19:00;118.8;8.5;9.4;5.4;30117.8;0.2;9.1;26.3;0.0;228.0;1.2
2019-07-06T20:00:00+00:00;06.07.2019 21:00;101.8;11.9;11.9;7.4;21454.2;0.3;12.4;23.1;0.0;3.2;1.3
2019-07-06T22:00:00+00:00;06.07.2019 23:00;67.0;16.1;13.2;9.3;25363.6;0.4;17.2;21.1;0.0;0.0;1.1
2019-07-06T23:00:00+00:00;07.07.2019 00:00;61.5;18.1;12.4;8.1;18551.3;0.3;19.0;20.6;0.0;0.0;1.2
2019-07-07T01:00:00+00:00;07.07.2019 02:00;67.6;12.6;11.5;7.8;13434.4;0.3;13.2;20.1;0.0;0.0;3.0
2019-07-07T13:00:00+00:00;07.07.2019 14:00;120.4;2.5;10.7;6.8;4656.9;0.2;2.7;26.9;0.0;936.5;0.3
2019-07-07T21:00:00+00:00;07.07.2019 22:00;75.1;13.6;13.1;9.4;18229.7;0.2;13.7;20.4;0.0;0.0;0.6
2019-07-07T22:00:00+00:00;07.07.2019 23:00;68.5;9.0;8.5;6.2;8389.1;0.1;9.1;19.6;0.0;0.0;0.4
2019-07-08T00:00:00+00:00;08.07.2019 01:00;59.3;7.0;4.8;3.8;4588.3;0.1;7.1;18.2;0.0;0.0;0.4
2019-07-08T07:00:00+00:00;08.07.2019 08:00;31.8;21.3;17.8;9.1;12836.2;0.3;26.5;16.1;0.0;148.8;0.6
2019-07-08T09:00:00+00:00;08.07.2019 10:00;45.1;15.7;15.6;10.4;9343.3;0.3;22.9;18.4;0.0;482.0;0.4
2019-07-08T15:00:00+00:00;08.07.2019 16:00;71.0;10.7;14.6;8.9;14078.9;0.2;13.4;19.5;0.0;570.7;0.8
2019-07-08T16:00:00+00:00;08.07.2019 17:00;75.8;10.8;11.8;7.8;12573.8;0.2;13.4;20.5;0.0;600.8;0.9
2019-07-08T17:00:00+00:00;08.07.2019 18:00;77.5;8.5;8.9;5.8;5985.9;0.2;9.9;20.4;0.0;377.0;0.4
2019-07-08T18:00:00+00:00;08.07.2019 19:00;80.2;7.2;8.1;5.4;8100.9;0.2;8.0;20.1;0.0;240.3;0.5
2019-07-08T20:00:00+00:00;08.07.2019 21:00;75.6;10.3;8.4;5.5;10373.5;0.2;10.5;18.5;0.0;4.3;0.7
